"","pair","study","cond","trial","down.time","down.HR1","down.HR2","down.Resp1","down.Resp2"
"1",3,1,"Synchr",3,17.881059,1.87158110169465,5.29885565706574,-0.0525002706666041,1.19647471894162
"2",3,1,"Synchr",3,17.882724,1.58730647158569,5.29885565706574,0.165121660604906,1.09917477662188
"3",3,1,"Synchr",3,17.884392,-0.0235830990317524,5.29885565706574,0.320128744861029,0.919850316918584
"4",3,1,"Synchr",3,17.886057,-0.0235830990317524,5.29885565706574,0.410635939574804,0.491256596942031
"5",3,1,"Synchr",3,17.887724,-0.0235830990317524,5.29885565706574,0.442546712439739,-0.205233858932268
"6",3,1,"Synchr",3,17.889392,-0.0235830990317524,0.238129734008179,0.428286453560638,-0.875483524912138
"7",3,1,"Synchr",3,17.891059,-0.0235830990317524,0.238129734008179,0.396065322098351,-1.27316559855039
"8",3,1,"Synchr",3,17.892725,-0.0235830990317524,0.238129734008179,0.416974867530115,-1.3346434303439
"9",3,1,"Synchr",3,17.894393,-0.0235830990317524,0.238129734008179,0.515450106661537,-1.21945027885027
"10",3,1,"Synchr",3,17.89606,-0.0235830990317524,-4.1801112116494,0.666370891443801,-1.04214600539396
"11",3,1,"Synchr",3,17.897725,-0.0235830990317524,0.238129734008179,0.797910101230054,-0.879571665885561
"12",3,1,"Synchr",3,17.899392,-0.0755765235616458,0.238129734008179,0.861906789290161,-0.763661182113299
"13",3,1,"Synchr",3,17.901058,-0.370205929231039,0.238129734008179,0.865618582291917,-0.690177091878401
"14",3,1,"Synchr",3,17.902724,-0.370205929231039,0.238129734008179,0.845198530394053,-0.639229369638766
"15",3,1,"Synchr",3,17.904391,-0.370205929231039,0.238129734008179,0.81725813833304,-0.594786166745994
"16",3,1,"Synchr",3,17.906057,-0.370205929231039,0.238129734008179,0.790843986578378,-0.561504395586479
"17",3,1,"Synchr",3,17.907725,-0.370205929231039,1.01791398627244,0.763894958664732,-0.541273460540217
"18",3,1,"Synchr",3,17.909392,-0.370205929231039,1.01791398627244,0.722354684808687,-0.523750300537509
"19",3,1,"Synchr",3,17.911059,-0.370205929231039,1.01791398627244,0.667901390530219,-0.507578746977504
"20",3,1,"Synchr",3,17.912725,-0.370205929231039,1.01791398627244,0.618364458577955,-0.502692742688679
"21",3,1,"Synchr",3,17.914393,-0.370205929231039,1.04115152347166,0.58221340472238,-0.536280491533575
"22",3,1,"Synchr",3,17.916059,-0.430780099643837,3.34166770619466,0.567880746582146,-0.686547783251928
"23",3,1,"Synchr",3,17.917723,-0.774033731983037,3.34166770619466,0.567686306654733,-0.918189037546947
"24",3,1,"Synchr",3,17.919392,-0.774033731983037,3.34166770619466,0.567466846394428,-1.14797277784198
"25",3,1,"Synchr",3,17.921058,-0.774033731983037,3.34166770619466,0.564778225303662,-1.3714946206224
"26",3,1,"Synchr",3,17.922723,-0.774033731983037,3.34166770619466,0.53987168169256,-1.55885740171552
"27",3,1,"Synchr",3,17.924391,-0.774033731983037,3.34166770619466,0.498192332049967,-1.69479864466342
"28",3,1,"Synchr",3,17.926059,-0.774033731983037,3.34166770619466,0.447777159795853,-1.74842795426428
"29",3,1,"Synchr",3,17.927725,-0.774033731983037,3.34166770619466,0.400765152075548,-1.74851736361863
"30",3,1,"Synchr",3,17.929392,-0.774033731983037,0.287422011958138,0.379689913481821,-1.74851736361863
"31",3,1,"Synchr",3,17.931059,-0.774033731983037,-1.66529244829144,0.373813861684992,-1.74851736361863
"32",3,1,"Synchr",3,17.932726,-0.889127649586371,-1.66529244829144,0.348412501064908,-1.74851736361863
"33",3,1,"Synchr",3,17.934392,-1.54132651600526,-1.66529244829144,0.317318482364612,-1.74851736361863
"34",3,1,"Synchr",3,17.936057,-1.54132651600526,-1.66529244829144,0.29502017537052,-1.74851736361863
"35",3,1,"Synchr",3,17.937724,-1.54132651600526,-1.66529244829144,0.283165994142144,-1.74851736361863
"36",3,1,"Synchr",3,17.939392,-1.54132651600526,-1.66529244829144,0.281509461783131,-1.74851736361863
"37",3,1,"Synchr",3,17.941058,-1.54132651600526,-0.988751320821325,0.288606851850921,-1.74851736361863
"38",3,1,"Synchr",3,17.942723,-1.54132651600526,-0.338741217957879,0.285390408205656,-1.74851736361863
"39",3,1,"Synchr",3,17.944393,-1.54132651600526,-0.338741217957879,0.257175457917226,-1.74851736361863
"40",3,1,"Synchr",3,17.94606,-1.54132651600526,-0.338741217957879,0.22781556122528,-1.74851736361863
"41",3,1,"Synchr",3,17.947725,-1.54132651600526,-0.338741217957879,0.211220825435321,-1.74851736361863
"42",3,1,"Synchr",3,17.949392,-1.56046162538289,-0.338741217957879,0.199569867868246,-1.74851736361863
"43",3,1,"Synchr",3,17.95106,-1.66889391185616,-0.338741217957879,0.189987479631622,-1.74851736361863
"44",3,1,"Synchr",3,17.952725,-1.66889391185616,-0.338741217957879,0.187440596064945,-1.74851736361863
"45",3,1,"Synchr",3,17.954391,-1.66889391185616,-0.338741217957879,0.149708736283416,-1.74851736361863
"46",3,1,"Synchr",3,17.956058,-1.66889391185616,-0.338741217957879,0.0854027543209751,-1.74851736361863
"47",3,1,"Synchr",3,17.957724,-1.66889391185616,-0.338741217957879,0.0367945025969749,-1.74851736361863
"48",3,1,"Synchr",3,17.959392,-1.66889391185616,-0.338741217957879,0.00682147466232101,-1.74851736361863
"49",3,1,"Synchr",3,17.961057,-1.66889391185616,-0.338741217957879,-0.0347073537222951,-1.74851736361863
"50",3,1,"Synchr",3,17.962726,-1.66889391185616,-0.338741217957879,-0.121111746189455,-1.74851736361863
