"","pair","study","cond","trial","down.time","down.HR1","down.HR2","down.Resp1","down.Resp2"
"1",1,1,"TurnTa",2,19.654707,2.56591601180921,-0.0965348838065445,-0.0912602726667168,0.82385712318041
"2",1,1,"TurnTa",2,19.656376,2.56591601180921,-0.0965348838065445,-0.0912602726667168,0.856016395072653
"3",1,1,"TurnTa",2,19.658043,2.56591601180921,-0.0965348838065445,-0.0912602726667168,0.889346865956438
"4",1,1,"TurnTa",2,19.659708,2.56591601180921,0.214941271463386,-0.0912602726667168,0.861817746599356
"5",1,1,"TurnTa",2,19.661376,2.56591601180921,0.234822728182744,-0.0912602726667168,0.709328756497088
"6",1,1,"TurnTa",2,19.663042,2.56591601180921,0.234822728182744,-0.0912602726667168,0.409879341714744
"7",1,1,"TurnTa",2,19.664708,2.56591601180921,0.234822728182744,-0.0912602726667168,0.0695769564740361
"8",1,1,"TurnTa",2,19.666374,2.6543245901,0.234822728182744,-0.0912602726667168,-0.230321617577945
"9",1,1,"TurnTa",2,19.66804,2.82594124207623,0.242358161375827,-0.0912602726667168,-0.379725189697197
"10",1,1,"TurnTa",2,19.669708,2.82594124207623,0.385531392044425,-0.0912602726667168,-0.29169753612982
"11",1,1,"TurnTa",2,19.671375,2.82594124207623,0.385531392044425,-0.0912602726667168,0.127355404285004
"12",1,1,"TurnTa",2,19.673041,2.82594124207623,0.385531392044425,-0.0912602726667168,0.753812802719351
"13",1,1,"TurnTa",2,19.674708,2.82594124207623,0.385531392044425,-0.0912602726667168,1.24571416379002
"14",1,1,"TurnTa",2,19.676377,2.82594124207623,0.385531392044425,-0.0912602726667168,1.52916156479105
"15",1,1,"TurnTa",2,19.678042,2.82594124207623,0.385531392044425,-0.0912602726667168,1.6183395759732
"16",1,1,"TurnTa",2,19.679708,2.82594124207623,-0.0764912610395222,-0.0912602726667168,1.58126876194103
"17",1,1,"TurnTa",2,19.681376,2.82594124207623,-0.116667143916387,-0.0912602726667168,1.47384311884334
"18",1,1,"TurnTa",2,19.683041,2.70277354614041,-0.116667143916387,-0.0912602726667168,1.29376631939848
"19",1,1,"TurnTa",2,19.684707,2.46368331285323,-0.116667143916387,-0.0912602726667168,1.0474986168109
"20",1,1,"TurnTa",2,19.686374,2.46368331285323,-0.116667143916387,-0.0912602726667168,0.818777787290043
"21",1,1,"TurnTa",2,19.688041,2.46368331285323,-0.116667143916387,-0.0912602726667168,0.637668241813566
"22",1,1,"TurnTa",2,19.689708,2.46368331285323,-0.410137328061682,-0.0912602726667168,0.505324442859551
"23",1,1,"TurnTa",2,19.691376,2.46368331285323,-0.728063360885752,-0.0912602726667168,0.407696454577146
"24",1,1,"TurnTa",2,19.693042,2.46368331285323,-0.728063360885752,-0.0912602726667168,0.313346923597866
"25",1,1,"TurnTa",2,19.694709,2.46368331285323,-0.728063360885752,-0.0912602726667168,0.206223539955246
"26",1,1,"TurnTa",2,19.696377,2.46368331285323,-0.728063360885752,-0.0912602726667168,0.123665456511405
"27",1,1,"TurnTa",2,19.698042,2.46368331285323,-0.728063360885752,-0.0912602726667168,0.089071728452953
"28",1,1,"TurnTa",2,19.699708,2.24087035043574,-0.728063360885752,-0.0912602726667168,0.102722785538256
"29",1,1,"TurnTa",2,19.701375,1.80835107044885,-0.877964468047345,-0.0912602726667168,0.16801095162951
"30",1,1,"TurnTa",2,19.703041,1.80835107044885,-0.889247347081013,-0.0912602726667168,0.285989911935445
"31",1,1,"TurnTa",2,19.704707,1.80835107044885,-0.889247347081013,-0.0912602726667168,0.357822502800185
"32",1,1,"TurnTa",2,19.706375,1.80835107044885,-0.889247347081013,-0.0912602726667168,0.341728032770473
"33",1,1,"TurnTa",2,19.708042,1.80835107044885,-0.889247347081013,-0.0912602726667168,0.279458224590529
"34",1,1,"TurnTa",2,19.709708,1.80835107044885,-0.889247347081013,-0.0912602726667168,0.159145261174787
"35",1,1,"TurnTa",2,19.711376,1.80835107044885,-0.858680306149508,-0.0912602726667168,0.0335263609511275
"36",1,1,"TurnTa",2,19.713043,1.80835107044885,-0.818161205379839,-0.0912602726667168,-0.0501775821170428
"37",1,1,"TurnTa",2,19.714709,1.80835107044885,-0.818161205379839,-0.0912602726667168,-0.101235371963561
"38",1,1,"TurnTa",2,19.716376,1.64913879746943,-0.818161205379839,-0.0912602726667168,-0.170675252002365
"39",1,1,"TurnTa",2,19.718041,1.34007967933291,-0.818161205379839,-0.0912602726667168,-0.267715557889301
"40",1,1,"TurnTa",2,19.719708,1.34007967933291,-0.818161205379839,-0.0912602726667168,-0.31927712266447
"41",1,1,"TurnTa",2,19.721375,1.34007967933291,-0.807231364853663,-0.0912602726667168,-0.308782499417022
"42",1,1,"TurnTa",2,19.72304,1.34007967933291,-0.599564394856319,-0.0912602726667168,-0.257132845557016
"43",1,1,"TurnTa",2,19.724707,1.34007967933291,-0.599564394856319,-0.0912602726667168,-0.18214778238728
"44",1,1,"TurnTa",2,19.726376,1.34007967933291,-0.599564394856319,-0.0912602726667168,-0.154891349642462
"45",1,1,"TurnTa",2,19.728042,1.34007967933291,-0.599564394856319,-0.0912602726667168,-0.242088044181885
"46",1,1,"TurnTa",2,19.729708,1.34007967933291,-0.599564394856319,-0.0912602726667168,-0.393917945135089
"47",1,1,"TurnTa",2,19.731376,1.34007967933291,-0.599564394856319,-0.0912602726667168,-0.570779259142912
"48",1,1,"TurnTa",2,19.733043,1.17441055856991,-0.262354703755678,-0.0912602726667168,-0.895948822700264
"49",1,1,"TurnTa",2,19.734708,0.852817559441732,-0.216371564060135,-0.0912602726667168,-1.44475936475128
"50",1,1,"TurnTa",2,19.736374,0.852817559441732,-0.216371564060135,-0.0912602726667168,-2.15434197780293
"51",1,1,"TurnTa",2,19.738041,0.852817559441732,-0.216371564060135,-0.0912602726667168,-2.75669126091978
"52",1,1,"TurnTa",2,19.739708,0.852817559441732,-0.216371564060135,-0.0912602726667168,-3.13510595818572
"53",1,1,"TurnTa",2,19.741374,0.852817559441732,-0.216371564060135,-0.0912602726667168,-3.45314648201102
"54",1,1,"TurnTa",2,19.74304,0.852817559441732,-0.0535246204444202,-0.0912602726667168,-0.185753002691358
"55",1,1,"TurnTa",2,19.744709,0.852817559441732,-0.0153259546580176,-0.0912602726667168,-0.185753002691358
"56",1,1,"TurnTa",2,19.746376,0.852817559441732,-0.0153259546580176,-0.0912602726667168,-0.185753002691358
"57",1,1,"TurnTa",2,19.748042,0.852817559441732,-0.0153259546580176,-0.0912602726667168,-0.185753002691358
"58",1,1,"TurnTa",2,19.749708,0.583439938465974,-0.0153259546580176,-0.0912602726667168,-0.185753002691358
"59",1,1,"TurnTa",2,19.751377,0.0605304389247968,-0.0153259546580176,-0.0912602726667168,-0.185753002691358
"60",1,1,"TurnTa",2,19.753042,0.0605304389247968,0.62953589543953,-0.0912602726667168,-0.185753002691358
"61",1,1,"TurnTa",2,19.754707,0.0605304389247968,0.62953589543953,-0.0912602726667168,-0.185753002691358
"62",1,1,"TurnTa",2,19.756375,0.0605304389247968,0.62953589543953,-0.0912602726667168,-0.185753002691358
