"","pair","study","cond","trial","down.time","down.HR1","down.HR2","down.Resp1","down.Resp2"
"1",10,2,"_TurnT",2,20.986674,-0.104819984352936,0.000550276477228601,1.44113579969994,0.905296733187462
"2",10,2,"_TurnT",2,20.988341,-0.104819984352936,0.000550276477228601,1.36858531002585,1.11168990223507
"3",10,2,"_TurnT",2,20.990008,-0.104819984352936,0.000550276477228601,1.27483047774268,1.2513204235806
"4",10,2,"_TurnT",2,20.991675,-0.104819984352936,0.000550276477228601,1.16744643106699,1.33687648436933
"5",10,2,"_TurnT",2,20.993342,-0.104819984352936,0.000550276477228601,1.04597727231054,1.38237414506309
"6",10,2,"_TurnT",2,20.995009,-0.104819984352936,0.000550276477228601,0.919970401524252,1.39078697950133
"7",10,2,"_TurnT",2,20.996676,-0.104819984352936,0.000550276477228601,0.829813132758021,1.35912526392648
"8",10,2,"_TurnT",2,20.998342,-0.104819984352936,0.000550276477228601,0.790516031382337,1.29725357516976
"9",10,2,"_TurnT",2,21.000008,-0.309706303749753,0.000550276477228601,0.790140179439147,1.21628011331349
"10",10,2,"_TurnT",2,21.001675,-0.498832137039122,0.000550276477228601,0.801517048332198,1.127402658774
"11",10,2,"_TurnT",2,21.003341,-0.498832137039122,0.000550276477228601,0.825650408246474,1.03212569973594
"12",10,2,"_TurnT",2,21.005007,-0.498832137039122,0.000550276477228601,0.881117268773273,0.931107564142172
"13",10,2,"_TurnT",2,21.006675,-0.498832137039122,0.000550276477228601,0.951399680414847,0.846897117713079
"14",10,2,"_TurnT",2,21.008342,-0.498832137039122,0.000550276477228601,1.03718209480095,0.784663686701817
"15",10,2,"_TurnT",2,21.010008,-0.498832137039122,2.31505781907855,1.21481484054742,0.72748748719187
"16",10,2,"_TurnT",2,21.011676,-0.498832137039122,2.27630402095599,1.41098327637533,0.650150064042754
"17",10,2,"_TurnT",2,21.013343,-0.498832137039122,2.27630402095599,1.53521807613233,0.539436885979883
"18",10,2,"_TurnT",2,21.015009,-0.498832137039122,2.27630402095599,1.54137070674604,0.428656403332157
"19",10,2,"_TurnT",2,21.016676,-0.514434013759378,2.27630402095599,1.39939704377336,0.342336125235954
"20",10,2,"_TurnT",2,21.018341,-0.528835746116535,2.27630402095599,1.12913287233381,0.269467853811257
"21",10,2,"_TurnT",2,21.020008,-0.528835746116535,0.554511171180692,0.750445788382943,0.176418151460685
"22",10,2,"_TurnT",2,21.021675,-0.528835746116535,0.319721237120425,0.273513184833213,0.0377968011067536
