"","pair","study","cond","trial","down.time","down.HR1","down.HR2","down.Resp1","down.Resp2"
"1",3,1,"SelfPa",1,7.547825,1.34064890093558,0.85930963137944,-0.827544109269749,0.362117172516699
"2",3,1,"SelfPa",1,7.5494917,1.4035426125845,0.85930963137944,-0.430709884005989,0.380772228274719
"3",3,1,"SelfPa",1,7.5511583,1.64014276593045,0.919814973623857,-0.130759908239215,0.266664857279671
"4",3,1,"SelfPa",1,7.552825,1.64014276593045,1.08340349154395,0.0466163632414668,0.140793913263516
"5",3,1,"SelfPa",1,7.5544917,1.64014276593045,1.08340349154395,0.136776055256217,0.132720487901652
"6",3,1,"SelfPa",1,7.5561583,1.64014276593045,1.08340349154395,0.180793296434936,0.240469538218857
"7",3,1,"SelfPa",1,7.557825,1.64014276593045,1.08340349154395,0.221686813882562,0.390346835033118
"8",3,1,"SelfPa",1,7.5594917,1.64014276593045,1.08340349154395,0.30421563824816,0.504772089138864
"9",3,1,"SelfPa",1,7.5611583,1.64014276593045,1.08340349154395,0.424388063532261,0.554761813101872
"10",3,1,"SelfPa",1,7.562825,1.64014276593045,1.28108342341481,0.540688467103847,0.552058431633461
"11",3,1,"SelfPa",1,7.5644917,1.64014276593045,1.36580339421661,0.637534207910317,0.511587461200434
"12",3,1,"SelfPa",1,7.5661583,1.72460429406561,1.36580339421661,0.706285599086204,0.451536486954861
"13",3,1,"SelfPa",1,7.567825,2.04234051895504,1.36580339421661,0.722919364677094,0.38521639451761
"14",3,1,"SelfPa",1,7.5694917,2.04234051895504,1.36580339421661,0.691691528548807,0.322276545661535
"15",3,1,"SelfPa",1,7.5711583,2.04234051895504,1.36580339421661,0.675902423061615,0.272682442277628
"16",3,1,"SelfPa",1,7.572825,2.04234051895504,1.36101143540684,0.707576815366299,0.245002558349398
"17",3,1,"SelfPa",1,7.5744917,2.04234051895504,1.26996421802127,0.755074302049335,0.237992552118063
"18",3,1,"SelfPa",1,7.5761583,2.04234051895504,1.26996421802127,0.778427562947182,0.241883298854963
"19",3,1,"SelfPa",1,7.577825,2.04234051895504,1.26996421802127,0.749232009401441,0.238027799301046
"20",3,1,"SelfPa",1,7.5794917,2.04234051895504,1.26996421802127,0.719286349954537,0.21578008726792
"21",3,1,"SelfPa",1,7.5811583,2.04234051895504,1.26996421802127,0.722083021004213,0.174398112720887
"22",3,1,"SelfPa",1,7.582825,2.06288636585456,1.26996421802127,0.747560949183445,0.114924727478208
"23",3,1,"SelfPa",1,7.5844917,2.14017788514327,1.33405085161791,0.758582027933738,0.0527292139137514
"24",3,1,"SelfPa",1,7.5861583,2.14017788514327,1.39813748521455,0.729409073384778,0.00667814961659848
"25",3,1,"SelfPa",1,7.587825,2.14017788514327,1.39813748521455,0.69413583604067,-0.0294416529101754
"26",3,1,"SelfPa",1,7.5894917,2.14017788514327,1.39813748521455,0.66739941492868,-0.0658307206750337
"27",3,1,"SelfPa",1,7.5911583,2.14017788514327,1.39813748521455,0.646633829558277,-0.0922942824182943
"28",3,1,"SelfPa",1,7.592825,2.14017788514327,1.39813748521455,0.611667396194471,-0.0983558101954747
"29",3,1,"SelfPa",1,7.5944917,2.14017788514327,1.39813748521455,0.557415882937396,-0.0882895091077882
"30",3,1,"SelfPa",1,7.5961583,2.14017788514327,1.34011407522842,0.533113825758686,-0.0589464965338272
"31",3,1,"SelfPa",1,7.597825,2.14017788514327,1.33366702967441,0.538672998174904,-0.0212784053314591
"32",3,1,"SelfPa",1,7.5994917,2.09176207597277,1.33366702967441,0.560865032222142,-0.000435661505277984
"33",3,1,"SelfPa",1,7.6011583,1.90962641290281,1.33366702967441,0.557608968765895,0.000120043257631897
"34",3,1,"SelfPa",1,7.602825,1.90962641290281,1.33366702967441,0.510724366875568,-0.0493588483177244
"35",3,1,"SelfPa",1,7.6044917,1.90962641290281,1.33366702967441,0.441541425257144,-0.157463809970081
"36",3,1,"SelfPa",1,7.6061583,1.90962641290281,1.31175777528131,0.360596338585978,-0.271379618335595
"37",3,1,"SelfPa",1,7.607825,1.90962641290281,1.23840940187832,0.275458505239976,-0.369531671024578
"38",3,1,"SelfPa",1,7.6094917,1.90962641290281,1.23840940187832,0.144753862703955,-0.446370360576981
"39",3,1,"SelfPa",1,7.6111583,1.90962641290281,1.23840940187832,-0.043228208362165,-0.506374384498039
"40",3,1,"SelfPa",1,7.612825,1.90962641290281,1.23840940187832,-0.198094071128955,-0.544572105294544
"41",3,1,"SelfPa",1,7.6144917,1.90962641290281,1.23840940187832,-0.276225853888815,-0.585678799342484
"42",3,1,"SelfPa",1,7.6161583,1.85541944274094,1.23840940187832,-0.289607171862943,-0.664608501771976
"43",3,1,"SelfPa",1,7.617825,1.65149798356058,1.37106873342336,-0.281919897117825,-0.752903531779237
"44",3,1,"SelfPa",1,7.6194917,1.65149798356058,1.43066930266823,-0.281041790498891,-0.827519962834157
"45",3,1,"SelfPa",1,7.6211583,1.65149798356058,1.43066930266823,-0.281118446295975,-0.8817661792206
"46",3,1,"SelfPa",1,7.622825,1.65149798356058,1.43066930266823,-0.259903050493636,-0.917095011721349
"47",3,1,"SelfPa",1,7.6244917,1.65149798356058,1.43066930266823,-0.203897312710412,-0.936416897701593
"48",3,1,"SelfPa",1,7.6261583,1.65149798356058,1.43066930266823,-0.13864442702824,-0.950758627858605
"49",3,1,"SelfPa",1,7.627825,1.65149798356058,1.43853741989064,-0.106215047439086,-0.971358940785571
"50",3,1,"SelfPa",1,7.6294917,1.65149798356058,1.47984503530826,-0.138958462687513,-1.00815386243255
"51",3,1,"SelfPa",1,7.6311583,1.65149798356058,1.47984503530826,-0.191881516517796,-1.10885421208347
"52",3,1,"SelfPa",1,7.632825,1.62777977273564,1.47984503530826,-0.238707180224518,-1.23627037710831
"53",3,1,"SelfPa",1,7.6344917,1.5385541224894,1.47984503530826,-0.29930937316108,-1.33400516047587
"54",3,1,"SelfPa",1,7.6361583,1.5385541224894,1.47984503530826,-0.416718393118767,-1.40026568130056
"55",3,1,"SelfPa",1,7.637825,1.5385541224894,1.47984503530826,-0.574965788971932,-1.44039366952995
"56",3,1,"SelfPa",1,7.6394917,1.5385541224894,1.76022068431284,-0.714862799438704,-1.43471635541386
"57",3,1,"SelfPa",1,7.6411583,1.5385541224894,1.80211589623306,-0.793635670539254,-1.38358946436824
"58",3,1,"SelfPa",1,7.642825,1.5385541224894,1.80211589623306,-0.802164712716481,-1.33409157417393
"59",3,1,"SelfPa",1,7.6444917,1.5385541224894,1.80211589623306,-0.780925090789595,-1.33902176421029
"60",3,1,"SelfPa",1,7.6461583,1.5385541224894,1.80211589623306,-0.799135362395946,-1.39035645870284
"61",3,1,"SelfPa",1,7.647825,1.5385541224894,1.80211589623306,-0.844686985060127,-1.45881818547137
"62",3,1,"SelfPa",1,7.6494917,1.53608436265484,2.26434498635213,-0.882513005080649,-1.53561521255137
"63",3,1,"SelfPa",1,7.6511583,1.52679336137247,2.35238862256528,-0.902817751708687,-1.64196498843734
"64",3,1,"SelfPa",1,7.652825,1.52679336137247,2.35238862256528,-0.956683093308763,-1.8115112591513
"65",3,1,"SelfPa",1,7.6544917,1.52679336137247,2.35238862256528,-1.07762930824266,-2.0850309484212
"66",3,1,"SelfPa",1,7.6561583,1.52679336137247,2.35238862256528,-1.19286267758222,-2.32826803979838
"67",3,1,"SelfPa",1,7.657825,1.52679336137247,2.37541328678813,-1.26543944614126,-2.46055420351633
"68",3,1,"SelfPa",1,7.6594917,1.52679336137247,2.81288190702228,-1.30374998865278,-2.4829833417089
"69",3,1,"SelfPa",1,7.6611583,1.52679336137247,2.81288190702228,-1.36782302591099,-2.41364121002917
"70",3,1,"SelfPa",1,7.662825,1.52679336137247,2.81288190702228,-1.57621922274957,-2.40046039038683
"71",3,1,"SelfPa",1,7.6644917,1.52679336137247,2.81288190702228,-1.84449317908389,-2.56190844651133
"72",3,1,"SelfPa",1,7.6661583,1.48529713794534,2.81288190702228,-2.07785548202261,-2.84009122189029
"73",3,1,"SelfPa",1,7.667825,1.32919229743375,2.90725674434832,-2.2463261216437,-3.1450194047836
"74",3,1,"SelfPa",1,7.6694917,1.32919229743375,0.101314491753724,-2.34391672538408,-3.39847891515586
"75",3,1,"SelfPa",1,7.6711583,1.32919229743375,0.101314491753724,-2.39691263837999,-3.56896128907676
"76",3,1,"SelfPa",1,7.672825,1.32919229743375,0.101314491753724,-2.43680131403473,-0.205183453187445
"77",3,1,"SelfPa",1,7.6744917,1.32919229743375,0.101314491753724,-2.49486066785346,-0.205183453187445
