"","Group1","Group2","Group1Participant","Group2Participant","Condition","RR.HR","DET.HR","NRLINE.HR","maxL.HR","L.HR","ENTR.HR","rENTR.HR","LAM.HR","TT.HR","RR.RE","DET.RE","NRLINE.RE","maxL.RE","L.RE","ENTR.RE","rENTR.RE","LAM.RE","TT.RE"
"175",2,27,2,1,2,40.3003033742482,99.7845156749075,18801,648,63.9397904366789,4.46104855992122,0.738262390369772,99.8857833469464,80.2127716304493,4.21569796339279,82.2935260888409,35554,21,3.15089722675367,1.45755622192839,0.495020013062392,97.8843907706547,5.98396802586671
"178",6,7,1,2,2,3.1945677983485,97.9736941631298,10666,159,10.9294955934746,2.82350687721025,0.59290292960082,98.6267176534857,12.8070500927644,4.6969196093163,89.8356687354704,51304,34,3.28405192577577,1.54783675375319,0.450740396391562,97.4161281378634,5.6450486636799
"179",6,7,2,1,2,0.641410469408291,94.4035161155295,3351,56,6.73022978215458,2.39640180014496,0.609488320183851,99.0832984512348,11.7241208519069,3.73105434510393,88.6938602909096,39038,29,3.38483016547979,1.61031108903758,0.506697235163345,96.1901182029923,4.31888731502969
"182",6,12,1,2,2,5.10851261264243,98.7562774023965,12887,223,14.6644680685963,3.12771386713636,0.632930026022574,99.3797064187583,20.2982175258832,4.49402241594022,79.9639759470169,45961,37,3.13924849328779,1.44859181187319,0.444612918913956,87.0130517915039,3.45583412207524
"183",6,12,2,1,2,0.473901766293176,92.192429022082,3249,53,5.03724222837796,2.08519093468601,0.533021133002717,97.1101847679135,6.69996113486203,3.76017434620174,87.1458756979817,39232,33,3.35351243882545,1.58791819467368,0.506433144289225,94.347258745057,3.88122292160549
"186",6,14,1,2,2,4.13622211828771,97.8484607373194,13712,172,11.0312864644107,2.77870891869278,0.551664694514152,98.4532981427934,13.5974269632806,4.92042334381708,81.7163989813415,51488,43,3.12851538222498,1.43429425741841,0.430434042400057,89.2558922900539,3.41583831637804
"187",6,14,2,1,2,0.864318364979253,93.7869547720026,4729,153,6.40642842038486,2.27499424374868,0.510735713324857,98.074482246231,8.66311184030626,3.51070840197694,82.2959771340813,37309,30,3.10236136052963,1.44086892602169,0.459534869719002,89.9798074598638,3.55136803704223
"190",6,18,1,2,2,0.918498422309398,95.4185405483824,5036,96,6.53018268467037,2.39830547939214,0.585760539433086,96.6371681415929,7.72581767571329,3.43390690272528,80.2227403727788,35145,32,3.15225494380424,1.45767528448671,0.452852288747858,87.6660053005836,4.27655515913667
"191",6,18,2,1,2,1.58880372676104,96.1873291175336,6908,131,8.30110017371164,2.60264736088201,0.576973713573203,98.8996427193586,12.5209173922276,3.16354187388104,78.0970721163293,30037,23,3.30788693944136,1.55076679513834,0.526676492911174,84.7380624877186,3.94337759245035
"194",6,20,1,2,2,6.22828184045623,98.9798138832354,14035,202,16.5285358033488,3.15603983791279,0.60394045769353,99.4768932751345,26.069887062507,4.68891038039974,86.013168680752,48606,35,3.3460478130272,1.58714326801643,0.481560020275089,93.4807097337176,4.45032478976786
"195",6,20,2,1,2,0.890809943183328,94.8330897049611,4841,109,6.56661846725883,2.36516204427212,0.556705823949852,98.4547000387817,9.22902684563758,3.42476318008233,89.6963948243029,34104,70,3.63233051841426,1.70165129094674,0.401891470868562,96.4570948612308,5.30838812512453
"198",6,23,1,2,2,4.51124270728504,98.7337456094462,15702,138,13.4622977964591,3.06853457214125,0.640948274588166,99.3217995665496,18.0390227349847,2.10767218831735,68.7017016075961,24770,25,2.95026241421074,1.32479238549547,0.428590808921479,75.133966343894,3.35066241824585
"199",6,23,2,1,2,0.976878237577731,95.9081987014948,5544,78,8.02020202020202,2.63891077172615,0.621140102878687,99.2579970233602,13.7528392109982,2.31227708647064,56.3669705902516,24139,23,2.72496789427897,1.1639333100481,0.42980492369542,61.0543634743265,2.8617102462144
"202",6,27,1,2,2,1.2137065372248,95.7572251763188,6320,80,6.81012658227848,2.35743988607608,0.554888202002297,96.7161323336374,7.75575379125781,6.97592545958197,93.5588093020569,70277,45,3.68784950979695,1.76331838507485,0.495962239020883,98.4607276166548,7.01066700938183
"203",6,27,2,1,2,2.21065951193589,97.269962255854,6765,120,11.7711751662971,2.89090914331188,0.640877672899229,99.5773632843514,26.5454249430153,4.17124150088139,91.7918377203574,39131,54,3.88551276481562,1.82212868772324,0.458940734685937,98.0240280125574,6.0516958628401
"206",7,12,1,2,2,7.29084642703208,99.3292849131556,11342,233,19.5988361840945,3.26452287686502,0.617905923087472,99.5442175958819,20.3946717934633,3.5294614891128,77.5303868821049,29490,24,3.07358426585283,1.4035369445778,0.454065890635991,83.4863013112763,3.26759290257784
"207",7,12,2,1,2,1.54511563688821,96.5062095430873,6023,110,7.599203054956,2.47472977801639,0.544699363922832,98.2225314694162,9.39572408229125,4.74925091512887,90.141946310858,41868,31,3.38695423712621,1.59933269712476,0.470226369615506,94.6107441851595,3.93608018406368
"210",7,14,1,2,2,4.27488603231814,98.3692082066637,10133,167,12.7092667521958,3.03696348368433,0.633256072134493,98.6044699735712,14.8773769736084,3.90621808923441,81.7234034313156,34587,24,3.05053921993813,1.39644060891869,0.466143327041045,88.7680570078618,3.22864548118098
"211",7,14,2,1,2,4.07155482252846,98.0728360507174,10667,169,11.4641417455705,2.82831088708995,0.580142853629732,99.2501463618064,15.5962192816635,4.64477030300005,86.3733185682181,39982,39,3.31639237656946,1.55626554394883,0.467037824118124,91.0621111943458,3.64454988659176
"214",7,18,1,2,2,1.22703855960868,97.1718617472434,4002,68,9.16066966516742,2.78203778289499,0.691129122779059,97.792090754877,10.2486111111111,3.54591267760156,83.6162418081209,27585,29,3.56614101866957,1.68920362800331,0.524780612831648,88.122944061472,4.38312264828986
"215",7,18,2,1,2,4.21791252536816,98.2288397628172,10489,229,12.1452950710268,2.92832174569046,0.581367738955346,99.4371149442127,19.3341829085457,4.19157760216045,81.8169397924771,31300,37,3.63520766773163,1.70720159329858,0.480178470229267,85.6761751360835,4.10830287566375
"218",7,20,1,2,2,5.1122523273406,98.972302929571,9576,212,16.2921888053467,3.32056301278366,0.681113561697502,99.3123310960833,21.9319137013169,3.48928956279053,84.9756643838567,30153,22,3.27144894372036,1.54773122804377,0.508365847091968,90.5758711289142,3.79051155412956
"219",7,20,2,1,2,2.65221966916981,97.4480313034972,8926,130,8.92818731794757,2.63752322812595,0.564438228225767,99.0670090486672,11.7586357039187,4.83880615408662,93.492440148588,35697,49,4.21620864498417,1.97073216894145,0.52726227040007,96.8282168192717,5.44354810546534
"222",7,23,1,2,2,6.67263762651003,99.248517266761,12099,231,21.2858087445243,3.49560369935003,0.661011193092293,99.4716498321689,22.6895218002813,1.90815182017528,68.8853086295439,18191,22,3.00852069704799,1.36508434031168,0.45567634743682,73.2151847749471,3.23317214162637
"223",7,23,2,1,2,3.32879725531279,98.0502274992082,10668,159,11.8979190101237,2.94513246500975,0.595982512116822,99.524916763872,18.210035335689,2.94578502789646,59.3456229464089,25981,21,2.80158577421962,1.22387442805076,0.431973974221998,62.2196313116077,2.91627178232956
"226",7,27,1,2,2,1.60986561714975,96.2191926635552,6672,117,7.0451139088729,2.3826675245106,0.540689658409665,96.882420371735,7.59816985069835,4.41595506818373,92.9086887398908,36025,43,3.7310478834143,1.78664069828303,0.530586199873686,97.7528167553743,6.26940639269406
"227",7,27,2,1,2,3.55882722219092,98.2036039039206,8775,93,12.0859259259259,2.95565273827028,0.661825693619669,99.565716613886,32.3870481927711,5.41391756904222,94.8467558241808,38671,46,4.35013317473042,2.03033415550287,0.562276463941015,98.1473128707066,6.22641104513914
"230",12,14,1,2,2,2.19738761521431,96.3209219858156,8333,104,7.82311292451698,2.53462924581718,0.569023714865929,98.0481678486998,10.5148154016796,4.78785553624758,81.2551848965535,41183,36,3.13940218051138,1.44589813383192,0.461138829880907,89.4366374217552,3.41511879049676
"231",12,14,2,1,2,5.51996236389297,98.6983578016187,12271,296,13.6747616331187,3.00461020764477,0.590575590055638,99.2236024844721,16.2114164904863,3.9624472478617,75.4892356760451,32887,34,3.02271414236628,1.36897499247197,0.425295993680657,92.2580400197441,3.64747207877987
"234",12,18,1,2,2,0.831834997671651,95.618706993741,3840,72,6.40520833333333,2.34286781847529,0.565481929311,97.1542977102204,7.64952555861647,3.30466712628518,80.1890300869865,26747,30,3.30526788050996,1.5331051120045,0.455292670858283,87.4617903435014,4.28703539036102
"235",12,18,2,1,2,8.20099472240907,99.1257920907252,13733,406,18.3051044928275,3.32133093754014,0.640962885713922,99.5808376149936,22.9267362687245,3.49027307334912,70.8224907462276,26464,22,3.1161200120919,1.43373816106087,0.470923828084172,84.896812923505,4.04240615032306
"238",12,20,1,2,2,2.69616797883335,97.3388668955042,9070,101,8.97309812568909,2.65869883046999,0.589399609238319,99.2369425075648,15.3938775510204,4.95772332204859,87.4305836101949,40486,31,3.58150965765944,1.70196570139857,0.516398647928811,93.8135751626499,4.49050450242438
"239",12,20,2,1,2,4.91321641801874,98.75823685385,10771,295,13.970104911336,3.03538418761787,0.602623138872373,99.3758368118453,15.4534598897734,3.94236561068389,79.5391299732334,32832,25,3.19496223196881,1.47643756619602,0.464572862831078,96.6886814628339,5.20359110385636
"242",12,23,1,2,2,2.45520293361274,97.7964071856287,9786,133,9.59625996321275,2.72044644572476,0.574394522393156,99.0804478000521,14.0951111111111,2.14417599216539,69.5689952878006,20250,41,3.08395061728395,1.40937502832661,0.410419417546409,75.4809673933628,3.4091572327044
"243",12,23,2,1,2,4.87044250158907,98.9458598224551,10708,164,17.6016996638028,3.36788803643545,0.679581429555693,99.6871177560674,22.5899357601713,2.71963788799847,54.145917318789,22563,17,2.73234942161947,1.16666463452799,0.442076275280492,63.1386188180118,2.9235054900366
"246",12,27,1,2,2,1.07886571978391,94.7761647330377,5082,88,6.1404958677686,2.28468268558131,0.539590273201836,96.5468019194557,6.88520684427117,6.80238303039502,92.7833487296891,52581,61,3.95405184382191,1.84200441532888,0.499339823445472,98.5210573056824,7.31470130214373
"247",12,27,2,1,2,10.1988624169331,99.413994731093,9433,348,32.8035619633203,4.05018868362751,0.723451842910414,99.7950266658099,48.3307919713708,4.15928357302774,81.2388695880653,34707,20,3.20704756965454,1.49799328511464,0.508753380767536,98.0826496949172,6.1528776154938
"250",14,18,1,2,2,1.2427397189234,95.5218820092849,5439,112,6.73377459091745,2.38881290716226,0.572254741286134,96.9276511397423,7.94951871657754,3.43518421719857,78.166156536948,27210,35,3.28493201029033,1.52070216055779,0.451609314220515,88.4494971578487,4.39709590470394
"251",14,18,2,1,2,7.58242363740082,98.1931187189823,20062,244,11.4501046755059,2.86201735167754,0.56462249778245,99.4092477098731,17.375747160789,3.90358292567745,73.8252451093565,30927,29,3.10182041581789,1.41140686892422,0.463588920034241,85.1072016745933,3.98407666258376
"254",14,20,1,2,2,5.55353913727822,98.3821124490045,13969,217,12.1017252487651,2.92420925854814,0.585168109407828,99.3732140674741,19.9476635514019,3.95339215487135,80.9055774477114,35269,20,3.02710595707278,1.38265525345932,0.478365888291726,92.3204001212489,4.11824758298966
"255",14,20,2,1,2,4.33516642453487,97.7387946202249,12730,161,10.2984289080911,2.81311427163003,0.598473784105635,99.1635105716757,14.0040008422826,4.31191173593641,82.9892931833499,38037,33,3.14020558929463,1.44658856325361,0.443998066469839,96.7441828148992,5.09107861060329
"258",14,23,1,2,2,5.12085814639927,98.6022769923683,14274,218,13.803558918313,2.99912216088885,0.578781829032553,99.2928812711122,18.2330453960669,1.96506226160262,65.6210408342267,18567,32,2.9012225992352,1.28501841770843,0.422075528754951,74.8538154176006,3.34873835086381
"259",14,23,2,1,2,4.88391354776743,98.3266781754548,13693,168,13.6850945738699,2.94997032082415,0.591125171921884,99.6138084468908,21.8990656361749,2.9077358168074,54.6156569273959,24226,17,2.73838025262115,1.17072876797164,0.432314278182559,62.6869849424123,2.91761820829182
"262",14,27,1,2,2,1.67805104892969,96.2756380147174,6766,116,7.27061779485664,2.42459265244477,0.544320523566733,97.2346171911696,7.97992290395117,5.27554036395941,88.9805192558333,47105,42,3.27553338286806,1.54090684099116,0.448722359529638,98.1937924591412,6.60601357904947
"263",14,27,2,1,2,10.8685792691598,98.5184804679946,19680,265,16.5671239837398,3.21317551902873,0.592295875293702,99.6905820924386,38.4387743213329,4.05156218387815,82.9452358246165,35828,30,3.0830356146031,1.40449181909412,0.476998106950658,97.8846745913149,5.91711302768951
"266",18,20,1,2,2,10.1377478753541,98.9683061358635,19140,318,16.2836990595611,3.10575620751318,0.580313627539295,99.4093719337353,25.2222848855946,3.84484069711501,76.981293177055,30549,22,3.24642377819241,1.5118491578626,0.51345915760516,93.069160909726,4.10535506402794
"267",18,20,2,1,2,1.12081509142416,96.2116207599736,4655,81,7.19613319011815,2.49624099768783,0.617415123460657,98.7649711347905,10.2555920071578,3.48342626847213,85.0197052775874,25993,34,3.81775862732274,1.78406701693909,0.519532226156496,96.7837559972584,5.377284843869
"270",18,23,1,2,2,8.18260945029813,99.105669500117,17734,227,17.9151911582271,3.29932658647142,0.623301830467158,99.468143180223,23.9409865605526,1.94480320653822,64.0336464183241,16837,22,3.10162142899566,1.42061369729368,0.46661298326839,75.9938200456139,3.39222769567597
"271",18,23,2,1,2,0.6215286286041,96.4928131416838,3131,48,7.50431172149473,2.56573181415776,0.674010848361964,99.1950718685832,13.0703463203463,2.40950610383094,56.1544323591413,20505,17,2.76708119970739,1.19310375180464,0.440576674434998,63.739472095486,2.88725006724648
"274",18,27,1,2,2,1.4642539383472,95.6974354391922,6231,104,6.8749799390146,2.38884790371199,0.560409876561049,96.5753730676436,7.50147492625369,4.45874273383563,80.9683383406517,32567,38,3.65765959406761,1.70536191809424,0.483603961134933,98.1423075354477,6.60015542146645
"275",18,27,2,1,2,1.33282304914429,96.9346684337113,4034,53,9.79102627664849,2.82486774500384,0.722098960329267,99.4968831296324,26.6717105263158,3.3641659140365,84.1038900199996,24935,41,3.7440144375376,1.7581778965515,0.502838293824282,98.122556350336,6.04026175687666
"278",20,23,1,2,2,4.31096314735205,98.6255188253145,12979,179,12.870406040527,2.98419674224085,0.609288352442797,99.2690688598537,17.5195373554236,1.99973744929133,71.0609249943511,18947,38,3.15369187734206,1.45778237962574,0.432923762338872,75.0865175354098,3.36090705844778
"279",20,23,2,1,2,8.10837157568677,99.4443903832451,13658,207,23.195123737004,3.51190889849704,0.695447334231979,99.732867918724,29.0020994979461,2.99985588249144,58.1801317573192,26579,15,2.76116482937658,1.1932251236033,0.452140660308149,63.0833749534251,2.9203611274222
"282",20,27,1,2,2,1.52106869158345,95.6425707117277,6633,102,6.72410673903211,2.32789271597171,0.539177562220318,96.8541590719019,7.40062264460102,4.97200447928331,93.4067670909776,36581,34,4.20043191820891,1.97119120344181,0.563760028768555,98.221906116643,6.92334390264804
"283",20,27,2,1,2,12.4544776983533,99.2355236623628,14531,309,26.076044319042,3.62155416596609,0.658803590783857,99.7878637089804,47.3199205166418,3.31998917959901,85.5677142128837,28996,33,3.24151607118223,1.52376858807229,0.452519964091903,97.5019118021922,5.57638238050609
"286",23,27,1,2,2,1.78220341481657,96.7290668988536,7816,162,8.52814738996929,2.53066616827599,0.544886557404944,97.2689014656799,9.03220590216952,3.33747920022605,60.8123362808805,28995,19,2.89839627521987,1.29381793295181,0.447630284726265,98.0715515868996,6.85563255602206
"287",23,27,2,1,2,10.0813073733203,99.1983068240123,16459,193,23.4932255908621,3.49570403112802,0.665560176753422,99.7195997947665,46.7927049476345,1.82277264307467,69.8986419344154,17317,24,3.04648611191315,1.39945372273897,0.475287052182399,98.0072871811858,5.86373365041617
"290",3,5,1,2,3,1.2233505339281,95.6225810756706,5030,91,7.12226640159046,2.43740132807312,0.564541525993161,97.496329907914,10.0376477054136,4.22054905805093,86.8797224253373,32460,63,3.7335797905114,1.75678403338454,0.45140420132898,92.7337376517986,5.00592082349754
"291",3,5,2,1,3,16.7617798713531,98.9963532088645,18025,347,28.1928432732316,3.4647437183607,0.607802476027288,99.5879827322881,31.9847963461178,5.26014979811595,89.1604449710677,44385,53,3.49237354962262,1.65766799282052,0.462581061043504,96.4625490353975,4.33142207758665
"294",3,9,1,2,3,1.75362591579041,96.9389275999553,6015,152,8.65020781379884,2.59263685772023,0.564215285406384,98.5821813168387,12.2654149281409,6.32933732933733,93.0695389736796,46964,52,4.14332254492803,1.93891047311271,0.522114675112105,97.4043055907632,5.94043521381483
"295",3,9,2,1,3,10.6484567150993,99.0295224010653,13172,231,24.503416337686,3.50767060702983,0.658963748100579,99.6680187284074,27.678936605317,4.54590863681773,88.1403789165252,37505,43,3.52902279696041,1.66728430141329,0.476842755836628,95.6534478740053,4.59406383931427
"298",3,11,1,2,3,2.02015691070798,98.024946347603,6339,152,9.58337277173056,2.75842604569734,0.607142212401003,99.3222855114324,14.7963942307692,5.06856845971679,85.8413091931966,41330,33,3.4851197677232,1.64207754935315,0.478183945242553,91.5285045113768,3.85170787982144
"299",3,11,2,1,3,7.59372070311227,97.6390289970166,18325,237,12.412278308322,2.79550965304974,0.538905290194942,98.261466806894,13.2246230284823,5.54746024841719,87.7670812188269,45691,31,3.52774069291545,1.68786821296736,0.506531999405586,94.2238581665324,5.05562697206965
"302",3,13,1,2,3,1.73817940677225,97.0124323811332,6557,91,7.79487570535306,2.53661604672217,0.589353551071363,98.8573597798235,11.4092004381161,5.60366942759924,86.2949006691134,46488,35,3.40399673033901,1.60345525126957,0.466936874189657,92.0709794576201,3.80109415101986
"303",3,13,2,1,3,27.1931297621777,99.1887032354811,25035,472,32.6562412622329,3.57860680732725,0.626316793091312,99.7785828330721,38.0006930967563,4.6023080601813,85.2683788377775,39046,38,3.2889668596015,1.55333123184554,0.4661572322774,92.7952034420482,3.97545157161144
"306",3,16,1,2,3,0.953545554096262,96.0979058649249,4264,104,6.69394934333959,2.34753231868915,0.547151733022981,98.1583731735237,7.78920651883516,4.64191048543487,92.7623310334214,33808,57,4.27889848556555,1.97297011688701,0.518293944416924,98.1397645368969,6.31642591828312
"307",3,16,2,1,3,8.48136104486146,98.7682920366711,13830,222,18.8671005061461,3.17654763578756,0.600106689671494,99.4447094092798,20.7077323244266,4.71549144011204,86.1488448428229,39107,36,3.48983557930805,1.65118989015477,0.468241939140495,93.3909859866178,4.45444691997351
"310",3,19,1,2,3,2.22708179857668,97.6270459581159,7786,136,8.77151297200103,2.60005724106027,0.56099445030408,99.3452934029019,14.3648201736255,6.49998966573068,91.7407479751614,50931,51,3.96534527105299,1.88282196289354,0.517602025139431,95.9521397649688,4.96813039490086
"311",3,19,2,1,3,15.3923809002307,99.1635831897595,15543,362,30.8464903815222,3.4423124347481,0.603162068903809,99.6949271030898,35.0608088449229,4.83265865317897,87.4535656679212,41834,34,3.42154706697901,1.62521075827379,0.487728395214355,94.6331687765775,4.55285126396238
"314",3,24,1,2,3,1.76353949099013,97.7322713942949,6488,170,9.04053637484587,2.6348012726706,0.581300261946951,99.071914156225,13.1750498559716,3.57358760767852,88.6424643810369,32265,35,3.59237563923756,1.7026069299611,0.500590450628019,94.989255041718,4.26828178694158
"315",3,24,2,1,3,7.43045572991658,98.8326017321153,12803,173,19.5202686870265,3.32056229577186,0.65188950475937,99.4182781666469,22.5187208885704,2.52522519567974,64.6825182090715,21805,27,2.74093097913323,1.16959172177513,0.390419308193913,70.9975216181993,2.80118707032751
"318",3,25,1,2,3,2.7007249991441,97.7075632641456,8516,111,9.68447627994363,2.76526251010722,0.619193775742143,98.9112406406976,14.9541465162099,7.29842113305177,93.1346802715558,55665,42,4.11572801580886,1.94200601042948,0.546221066641764,97.2515142891988,5.55661626367501
"319",3,25,2,1,3,15.3373202580292,99.0848023364973,18500,255,25.6736756756757,3.25666866864243,0.611250818425516,99.5475122561803,28.8867970216115,4.75600475306746,88.2818982027336,40580,39,3.48730901922129,1.65981989508924,0.483350634772703,95.4690921340745,4.56605800214823
"322",5,9,1,2,3,5.91751387705877,98.8263582441043,11225,173,16.0008017817372,3.1644325096671,0.634099840973847,99.2621408370107,21.0502917152859,5.75897194513339,92.5287506876588,47097,41,3.74981421321953,1.78031545490197,0.485952094400479,97.384014879627,5.90482241565538
"323",5,9,2,1,3,3.04240349876402,97.4475599315068,7323,186,12.434111702854,2.94426103854198,0.592428902468664,99.3364726027397,18.3149171270718,4.34415941005727,87.956242403195,34610,33,3.65891360878359,1.73588594049243,0.515513346060659,95.5061642646293,4.74760901840279
"326",5,11,1,2,3,6.96895137135558,99.0457899619155,11923,162,17.820682714082,3.36963247292379,0.690102225391713,99.5720738568825,25.0945723684211,4.87998810177558,84.4461993102555,40953,30,3.34231924401143,1.56792622265615,0.470537212787612,90.9068474726848,3.76219169687995
"327",5,11,2,1,3,2.65253057888397,96.5267231666095,9835,158,8.01382816471784,2.51457175122034,0.539209733519447,98.3686866212708,9.89162561576355,4.54766876692005,85.2837783265255,35113,32,3.66878364138638,1.74657919943391,0.508615523422072,93.4631349676599,4.92008782323831
"330",5,13,1,2,3,7.11547598106827,99.0116166236935,12273,233,17.4590564654119,3.2042392574557,0.604196687349888,99.3997615681056,21.7683667273831,5.60887141846389,85.7678899182206,46531,37,3.3944037308461,1.59753382833462,0.445800302934324,92.0626215015693,3.90260577321486
"331",5,13,2,1,3,6.50882554566811,97.8329283755045,14554,247,13.3072007695479,3.02691413490653,0.600941556102013,99.5317306769447,21.8807329261521,4.01573069230214,83.0826639969055,33107,35,3.30872625124596,1.56684759103346,0.514644783569108,91.5159237601159,3.91743774552774
"334",5,16,1,2,3,1.44522697889269,97.0224918090853,5499,96,7.96999454446263,2.61009257314275,0.592298357732486,97.9522713185159,8.96051032806804,4.6353085186896,92.2817954314169,37350,41,3.86029451137885,1.81556016652499,0.506641711040375,98.1400528670451,6.05444997236042
"335",5,16,2,1,3,2.32262679889519,96.6127610336658,7756,122,9.04293450232078,2.6461649858523,0.57843326021833,98.9283156096755,12.3419831586183,4.34957906007439,85.7526771707251,35104,35,3.58141522333637,1.70391097669335,0.491644783238354,93.3360616601869,4.48112126273046
"338",5,19,1,2,3,6.17476349141183,98.8978635508832,13877,166,13.8702169056713,3.10188333802504,0.627702911856414,99.6470080463668,20.1260896637609,5.95073081525351,90.6481046462748,49765,31,3.68321109213303,1.76264207560421,0.518241630170493,95.3838925842585,4.80879126358831
"339",5,19,2,1,3,3.57769011267511,97.1994856560103,10792,236,10.1563194959229,2.78077082648305,0.588225661426797,99.2763712144726,14.6434270765206,4.33168353253957,86.4596779672532,35974,38,3.53755490076166,1.68273473989846,0.485534612876616,94.3977172362253,4.48669594420046
"342",5,24,1,2,3,3.96135226089391,98.7366382305543,9593,141,13.9231731470864,3.13204215835434,0.651962622392768,99.3442938036873,17.8421402018056,3.77836724109376,88.4102689803834,35151,33,3.48874854200449,1.64878757145964,0.480137948477545,95.0796271330627,4.30979379758831
"343",5,24,2,1,3,2.50895794947002,97.4812376717205,8011,153,10.4255398826613,2.76454872832407,0.569771534378432,99.1187833374184,14.2510488336969,2.48691413230128,64.1678897675743,21338,19,2.74552441653388,1.18099467742198,0.425953791108236,70.1789743477404,2.82442142384836
"346",5,25,1,2,3,13.3639465619427,99.0403451130851,22783,330,18.2191546328403,3.18440627459096,0.584644725327883,99.4106545075386,23.5150129811491,6.26091754872032,92.2326290980025,52586,32,3.71342182329898,1.78009911469224,0.534210643211284,96.7518267137102,5.34333263772955
"347",5,25,2,1,3,2.85853493348622,97.2715205193704,8068,88,10.8082548339118,2.95301617952491,0.681874395741407,98.9625977444867,17.1898856810696,4.671875448198,88.658978124367,37739,32,3.71146559262302,1.76928077679069,0.525430751000512,95.7540004051043,4.68622409466869
"350",9,11,1,2,3,4.35918988776901,98.831564897734,8162,212,16.2391570693457,3.31617795089006,0.693888315644049,99.4787899575725,22.1798836242727,4.18245132060922,83.1638385526202,34189,31,3.37734359004358,1.58631381359441,0.476055358772384,89.9959666964363,3.74360357121457
"351",9,11,2,1,3,4.00138208464651,97.56870263113,10950,235,10.9689497716895,2.74023246010493,0.541270325243954,98.415960618344,12.4374294220306,6.87704839020628,91.7182079405684,51364,52,4.07657113931937,1.91873311306173,0.513350110902247,94.8890913550829,5.12062403971162
"354",9,13,1,2,3,4.29312568262866,98.796159357543,8456,155,15.2469252601703,3.1688637506175,0.646011465972614,99.3547843278493,19.6241864688966,4.60292065117356,84.2058221830869,38701,32,3.28640086819462,1.54030673513377,0.457431367157293,91.0634719914197,3.75190943807965
"355",9,13,2,1,3,9.14728988196281,99.168500855955,13666,329,20.1770818088687,3.39636043290613,0.621127117340204,99.7112050983269,28.8861221087727,5.18485674059717,89.5244476575036,43326,30,3.51557955961778,1.67362760448485,0.497024226259197,93.6651796472296,3.96509168719365
"358",9,16,1,2,3,1.06309078383618,96.7207684663796,4027,98,7.97616091383164,2.60449689202082,0.60704382077172,98.0577554277455,8.98069498069498,4.45523952006934,92.3212227411736,34283,47,4.04176997345623,1.88778455697833,0.505069936557247,98.0418285150811,5.8325736255896
"359",9,16,2,1,3,2.93503202493361,98.3923215356929,6508,181,13.8615550092194,2.95329807063958,0.59938015360079,99.2386977150025,16.7224774857563,5.15928425977048,89.515382004177,39521,42,3.93674249133372,1.84137853351648,0.51384646352945,93.4870287157594,4.56027055092476
"362",9,19,1,2,3,4.33948679659287,98.8544089891586,8582,160,15.7459799580517,3.27161891177699,0.668994958436971,99.5486400678869,21.7173635493138,4.50296220392683,88.1753266285655,38351,33,3.51602305024641,1.67289222644155,0.487157384936258,94.388135438055,4.52673503308558
"363",9,19,2,1,3,4.9814037413463,98.8006551150594,10121,171,15.3183479893291,3.09450584276605,0.608245159179811,99.4334656733729,18.9794428901593,5.78521960354758,91.8665669074122,45749,42,3.94528842160484,1.8536512865006,0.509582785151136,95.4726603655464,4.68172515349673
"366",9,24,1,2,3,3.57496976175072,98.7771494139825,7808,184,15.4351946721311,3.24985510794288,0.648591429468435,99.4582411277764,18.8958268452196,3.86111656200942,89.1126499092956,34191,39,3.69234593898979,1.74671881339353,0.491293337019102,95.1040806386718,4.41226748755567
"367",9,24,2,1,3,4.98699638078629,98.721511624491,10162,200,16.53463885062,3.15611606153451,0.607768589679976,99.3725066245204,21.0626400996264,2.47710622710623,67.0198486048763,22009,23,2.76764051070017,1.1909453287306,0.420351446963596,70.9873690696242,2.82136610110198
"370",9,25,1,2,3,8.18360426860239,98.8584839825186,14954,231,16.9568677276983,3.23569918815248,0.607870208929463,99.2506851825139,22.2787258248009,4.62926142247628,89.7824961491017,39209,47,3.58262133693795,1.71072854445615,0.513392422113432,95.7879800839847,5.15857772270412
"371",9,25,2,1,3,3.67836422990829,98.6764042604864,7588,126,14.9928835002636,3.10674419818062,0.65006568728734,99.1439128473788,23.6754349627175,5.10601407208839,91.5987715130092,40393,45,3.91335132324908,1.85409772328908,0.513469917661835,95.3804253346468,4.54627813837868
"374",11,13,1,2,3,2.98080520963941,96.8727633100259,10564,133,8.32781143506248,2.52187298472353,0.538616468097686,98.8438033364532,12.1042340884574,5.82490439910091,84.7135653208883,47096,63,3.44570664175301,1.61667938492582,0.435343479508822,91.8303212536933,3.8622930663505
"375",11,13,2,1,3,10.8223431561119,99.3715880140725,13686,326,23.9403770276195,3.59240325803908,0.675502482493312,99.6773019531724,30.6011173184358,4.12969125531522,80.7785762671929,34917,32,3.14193659249076,1.45444889170194,0.441298811450344,92.8054958324743,3.9943273649184
"378",11,16,1,2,3,1.3187699061115,96.0256720755631,5017,143,7.90293003787124,2.431766926379,0.531567335686538,98.2998304674255,9.03561887800534,5.19983271252144,91.7349252099021,37618,76,4.28114200648626,1.98426827020015,0.504668430279618,98.2427459870812,6.43579984327773
"379",11,16,2,1,3,3.0647267217469,98.5003387004325,7765,135,12.1720540888603,3.01892211598873,0.630585341591506,99.0328799958314,13.2147128354888,4.26553451429763,81.4927715361007,34575,38,3.39438900939986,1.57863497817625,0.473750927758406,93.6131209465746,4.56786609744528
